Time Stamp,Acceleration X,Acceleration Y,Acceleration Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z
0.0, -0.023006781935691833, 0.07757151126861572, 0.0011236071586608887, 0.4402807354927063, 0.1083483099937439, -0.018118593841791153
60304.68680554167, -0.05529750883579254, -0.023303866386413574, -0.014698147773742676, 0.1089632660150528, 0.0012080133892595768, -0.22228118777275085
60304.78632354167, -0.01650407910346985, -0.028737597167491913, 0.0044362545013427734, 0.026101673021912575, -0.004476503934711218, -0.07788445800542831
60304.88584254167, 0.008068323135375977, 0.019862748682498932, -0.008495211601257324, 0.12152139842510223, -0.00790079589933157, -0.019282260909676552
60304.98536054167, 0.008024707436561584, 0.021661467850208282, -0.021990537643432617, 0.12007211148738861, -0.06917454302310944, -0.05785761773586273
60305.08487854167, -0.0060586631298065186, -0.02038653939962387, -0.02110302448272705, 0.02113114856183529, -0.09432516992092133, -0.08408109843730927
60305.18439754167, -0.0036640465259552, -0.01292470097541809, 0.014987826347351074, 0.03393242880702019, -0.05490638688206673, -0.06107977405190468
60305.28391554167, 0.02291199564933777, -0.013571195304393768, 0.04028874635696411, -0.14884589612483978, 0.0018762005493044853, -0.026683451607823372
60305.38343341667, 0.24340525269508362, 0.007902279496192932, 0.013870418071746826, -0.7000419497489929, -0.18320763111114502, 0.40798917412757874
60305.48295241667, 0.07785136997699738, -0.008143767714500427, -0.06545203924179077, -0.13346800208091736, 0.6780248284339905, 0.579857587814331
60305.58247041667, -0.5617026686668396, -0.09875500202178955, -0.011855125427246094, 0.10651129484176636, 0.550672173500061, 0.2928573787212372
60305.68198841667, -0.2977725565433502, 0.05554850399494171, -0.013468384742736816, 0.27721378207206726, -0.2976532280445099, -0.7539040446281433
60305.78150641667, -0.006071299314498901, -0.009951479732990265, -0.0623706579208374, 1.1479144096374512, -0.30999061465263367, -0.7496128082275391
60305.88102541667, 0.46470656991004944, 0.052506014704704285, 0.00642317533493042, 0.5407490730285645, 0.12896277010440826, 0.0764036551117897
60305.98054341667, 0.31195127964019775, 0.06278710067272186, 0.0898427963256836, 0.1091156005859375, 0.85985267162323, 0.7111807465553284
