Time Stamp,Acceleration X,Acceleration Y,Acceleration Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z
0.0, 0.017104998230934143, -0.01377137005329132, -0.005643963813781738, -0.21680843830108643, 0.1573299765586853, -0.10555189847946167
59722.537463, 0.007430277764797211, 0.06007310003042221, -0.0250052809715271, 0.5235181450843811, 0.09888796508312225, -0.35296890139579773
59722.63697000001, -0.047671250998973846, -0.0841093361377716, 0.018051981925964355, -0.20840510725975037, -0.0383327379822731, -0.15369467437267303
59722.736478000006, -0.030155450105667114, -0.024406790733337402, 0.05568307638168335, -0.16736552119255066, 0.15604153275489807, -0.09967031329870224
59722.835985000005, 0.019407540559768677, -0.04669439047574997, 0.09571295976638794, -0.8793647885322571, 0.003264506347477436, -0.01301011722534895
59722.935493000004, -0.009702872484922409, -0.0205351784825325, -0.0008859634399414062, -0.11442268639802933, 0.12096983194351196, 0.029995940625667572
59723.035, 0.0030199079774320126, 0.03545420244336128, -0.0015564560890197754, 0.0971263125538826, 0.18059107661247253, 0.05533391982316971
59723.134508, 0.03871363401412964, 0.015537776052951813, -0.016104698181152344, -0.027316277846693993, 0.0960967093706131, 0.03244298696517944
59723.234015, -0.0275129247456789, -0.007516264915466309, -0.0024182796478271484, -0.05812772363424301, 0.09958624839782715, 0.05264386162161827
59723.333522, -0.08767203986644745, 0.006478887051343918, 0.004867374897003174, -0.076181560754776, 0.010104036889970303, -0.12998732924461365
59723.43303, -0.09996314346790314, -0.0023790784180164337, -0.029097378253936768, -0.09487082064151764, -0.0005507380701601505, -0.19152499735355377
59723.53253700001, -0.021888820454478264, -0.006935138255357742, -0.033629775047302246, -0.08368980884552002, -0.1690255105495453, -0.2621718645095825
59723.632045000006, 0.2585299611091614, -0.01272258535027504, -0.021091938018798828, -0.10419641435146332, -0.18413281440734863, -0.19409894943237305
59723.731552000005, 0.27862560749053955, -0.05695481598377228, 0.05343770980834961, -0.22984914481639862, 0.09951221197843552, 0.3313365876674652
59723.831060000004, 0.0816032886505127, 0.02123173698782921, 0.026475846767425537, -0.10405659675598145, 0.2802351415157318, 0.5413183569908142
59723.930567, -0.18871533870697021, 0.007193537428975105, 0.011844873428344727, -0.013190872967243195, 0.2551811933517456, 0.4878866672515869
